"session_ID","island_code","subisland_code","site_code","site_name","lat","long","session_date","session_year","session_month","session_day","series_ID","app_sunset","std_ending","net_open_1","net_close_1","net_open_2","net_close_2","net_open_3","net_close_3","net_open_4","net_close_4","net_open_5","net_close_5","min","min_std","ASSP","ASSPstd","CPUEraw","CPUEstd","BPfreq_Y","BPfreq_N","net_mesh","net_dim","spp_audio_file","dB_level","speaker_system","org","notes","flagged","flagged_notes"
"2014-07-16_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,2014-07-16,2014,7,16,1,2014-07-16 20:07:36,2014-07-17 01:25:36,2014-07-16 21:50:00,2014-07-17 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,130,130,12,12,0.0923076923076923,0.0923076923076923,1,0,30,"18 x 2.6 ",NA,NA,"Triangle speaker connected to iPod","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","2 nets, 2 speakers. Assumed 0 bounce-outs , none mentioned.","N",NA
"2014-07-17_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,2014-07-17,2014,7,17,2,2014-07-17 20:07:09,2014-07-18 01:25:09,2014-07-17 21:35:00,2014-07-18 02:43:00,NA,NA,NA,NA,NA,NA,NA,NA,308,230.15,32,32,0.103896103896104,0.139039756680426,0.96875,0.03125,30,"18 x 2.6 ",NA,NA,"CD player with bullhorn speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","2 nets, 1 call back CD player in middle. Assumed 0 bounce-outs, none mentioned.","N",NA
"2014-07-19_SBI_NTP","SBI","SBI","NTP","Nature Trail Plot",33.480059,-119.028972,2014-07-19,2014,7,19,1,2014-07-19 20:06:07,2014-07-20 01:24:07,2014-07-19 21:16:00,2014-07-19 22:04:00,2014-07-19 22:04:00,2014-07-19 22:20:00,2014-07-19 22:20:00,2014-07-19 22:43:00,2014-07-19 22:43:00,2014-07-19 23:43:00,2014-07-19 23:43:00,2014-07-20 01:15:00,239,239,10,10,0.0418410041841004,0.0418410041841004,0.6,0.4,NA,NA,NA,NA,"Multiple","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Single net, single speaker in center. Switched to iPod at 22:04, changed batteries, start CD player 22:20, at 22:43 used iPod. At 23:43 used CD player. Assumed 0 bounce-outs.","N",NA
"2014-07-20_SBI_AP","SBI","SBI","AP","Arch Point",33.487622,-119.028535,2014-07-20,2014,7,20,1,2014-07-20 20:05:37,2014-07-21 01:23:37,2014-07-20 23:22:00,2014-07-21 02:10:00,2014-07-21 02:30:00,2014-07-21 04:26:00,NA,NA,NA,NA,NA,NA,284,121.616666666667,47,47,0.165492957746479,0.386460189118815,0.844444444444444,0.155555555555556,NA,NA,NA,NA,NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","1 net, middle Arch, speaker to south. Call back off 02:10-02:30.","N",NA
"2014-07-25_SCI_LSH","SCI","SCI","LSH","Little Scorpion Headland",34.044894,-119.546629,2014-07-25,2014,7,25,1,2014-07-25 20:05:54,2014-07-26 01:23:54,2014-07-25 21:15:00,2014-07-26 00:09:00,NA,NA,NA,NA,NA,NA,NA,NA,174,174,11,NA,0.0632183908045977,NA,0.818181818181818,0.181818181818182,NA,NA,"ASSP",NA,NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","1 net. Used last capture time as net close time (did not record). Wx foggy 80% NW wind 6-10 kts, 1-2 ft swell, new moon.","N",NA
"2014-08-08_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,2014-08-08,2014,8,8,1,2014-08-08 19:51:15,2014-08-09 01:09:15,2014-08-08 23:35:00,2014-08-09 03:30:00,NA,NA,NA,NA,NA,NA,NA,NA,235,94.25,3,3,0.0127659574468085,0.0318302387267905,1,0,NA,NA,NA,NA,NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","1 net, too much light in the sky for ASSP it seems.","N",NA
"2014-08-21_SBI_AP","SBI","SBI","AP","Arch Point",33.487622,-119.028535,2014-08-21,2014,8,21,1,2014-08-21 19:37:13,2014-08-22 00:55:13,2014-08-21 23:04:00,2014-08-22 00:16:00,2014-08-22 00:26:00,2014-08-22 02:10:00,NA,NA,NA,NA,NA,NA,176,101.216666666667,9,9,0.0511363636363636,0.0889181623579776,0.777777777777778,0.222222222222222,NA,NA,NA,NA,NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","1 net speaker east on Arch. Paused callback 00:16-00:26 due to BNOW.","N",NA
"2014-08-22_SBI_SRO","SBI","SBI","SRO","Shag Rock Overlook",33.484214,-119.034674,2014-08-22,2014,8,22,1,2014-08-22 19:36:03,2014-08-23 00:54:03,2014-08-22 22:57:00,2014-08-23 01:57:00,NA,NA,NA,NA,NA,NA,NA,NA,180,117.05,3,3,0.0166666666666667,0.0256300726185391,0.333333333333333,0.666666666666667,NA,NA,NA,NA,"CD player with bullhorn speaker","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","1 net at Shag Rock Overlook Bench, Josh Adams CD player. Move to Peninsula N of Shag Overlook at ~-1:00.","N",NA
"2014-07-06_SBI_AP","SBI","SBI","AP","Arch Point",33.487622,-119.028535,2014-07-06,2014,7,6,2,2014-07-06 20:10:38,2014-07-07 01:28:38,2014-07-06 20:55:00,2014-07-07 00:29:00,NA,NA,NA,NA,NA,NA,NA,NA,214,214,NA,NA,NA,NA,NA,NA,30,"18 x 2.6 ","Multiple",NA,"Triangle speaker connected to iPod","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","2 nets used. Used vocalization start/end for net open/closed. No net close time recorded, only capture at 00:29, used as end time.","Y","Changing vocalization playback."
"2012-06-16_ANI_FC","ANI","WAI","FC","Frenchy's Beach",34.007333,-119.411358,2012-06-16,2012,6,16,1,2012-06-16 20:12:13,2012-06-17 01:30:13,2012-06-16 21:40:00,2012-06-17 01:50:00,2012-06-17 01:50:00,2012-06-17 02:20:00,NA,NA,NA,NA,NA,NA,280,230.216666666667,NA,NA,NA,NA,NA,NA,30,"9 x 2.6","Multiple",NA,"CD player","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Speakers standardized to HRC CD player. ASSP vocals on net_open_1 to net_close_1. BLSP vocals on net_open_2 to net_close_2.","Y","Changing vocalization playback."
"2011-06-04_SBI_SRO","SBI","SBI","SRO","Shag Rock Overlook",33.484214,-119.034674,2011-06-04,2011,6,4,1,2011-06-04 20:03:50,2011-06-05 01:21:50,2011-06-04 22:00:00,2011-06-05 01:05:00,NA,NA,NA,NA,NA,NA,NA,NA,185,185,7,7,0.0378378378378378,0.0378378378378378,0.5,0.5,38,"9 x 2.6",NA,NA,NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Heard BLSP and pissed off BNOW west, down to lower NPK.","N",NA
"2011-06-24_ANI_FC","ANI","WAI","FC","Frenchy's Beach",34.007333,-119.411358,2011-06-24,2011,6,24,1,2011-06-24 20:13:49,2011-06-25 01:31:49,2011-06-24 21:10:00,2011-06-25 01:10:00,2011-06-25 01:13:00,2011-06-25 02:07:00,NA,NA,NA,NA,NA,NA,294,258.816666666667,11,11,0.0374149659863946,0.0425011269238199,0.363636363636364,0.636363636363636,30,"18 x 2.6 ","Multiple",NA,NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Used 2 nets at Frenchy's Cove that night. Net set up on north beach towards west side. Another net up slope and to the east. ","Y","Used 2 nets at Frenchy's Cove that night. Net set up on north beach towards west side. Another net up slope and to the east. Changing vocalization playback."
"2011-06-26_ANI_CC","ANI","EAI","CC","Cathedral Cove",34.014197,-119.371283,2011-06-26,2011,6,26,1,2011-06-26 20:13:53,2011-06-27 01:31:53,2011-06-26 21:36:00,2011-06-27 00:42:00,2011-06-27 00:42:00,2011-06-27 02:53:00,NA,NA,NA,NA,NA,NA,317,235.883333333333,3,3,0.00946372239747634,0.01271815162863,0.333333333333333,0.666666666666667,38,"9 x 2.6","ASSP",NA,"Multiple","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Net site #6 in Harry Carter's map. Start with mp3, speakers died 0:42. BNOW flying around. Switched to stereo for net_open_2, CD briefly stopped 0:46. ","N",NA
"2011-06-30_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,2011-06-30,2011,6,30,1,2011-06-30 20:11:17,2011-07-01 01:29:17,2011-06-30 22:00:00,2011-07-01 01:00:00,2011-07-01 01:00:00,2011-07-01 01:33:00,NA,NA,NA,NA,NA,NA,213,209.283333333333,13,13,0.0610328638497653,0.0621167476308036,0.538461538461538,0.461538461538462,38,"9 x 2.6","Multiple",NA,NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","ASSP vocals on at first; net_open_2 to net_close_2 BLSP vocals on","Y","Changing vocalization playback."
"2011-07-01_SBI_SRO","SBI","SBI","SRO","Shag Rock Overlook",33.484214,-119.034674,2011-07-01,2011,7,1,1,2011-07-01 20:11:14,2011-07-02 01:29:14,2011-07-01 22:00:00,2011-07-02 01:00:00,2011-07-02 01:00:00,2011-07-02 01:34:00,NA,NA,NA,NA,NA,NA,214,209.233333333333,5,5,0.0233644859813084,0.0238967659710053,0.6,0.4,38,"9 x 2.6","Multiple",NA,NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","BNOW seen/heard frequently in area. ASSP vocals on for net_open_1 to net_close_1. BLSP vocals on for net_open_2 to net_close_2.","Y","Changing vocalization playback."
"2011-07-02_SBI_SRO","SBI","SBI","SRO","Shag Rock Overlook",33.484214,-119.034674,2011-07-02,2011,7,2,2,2011-07-02 20:11:10,2011-07-03 01:29:10,2011-07-02 22:15:00,2011-07-03 01:14:00,2011-07-03 01:14:00,2011-07-03 01:58:00,2011-07-03 01:58:00,2011-07-03 02:36:00,NA,NA,NA,NA,261,194.166666666667,14,14,0.053639846743295,0.0721030042918454,0.357142857142857,0.642857142857143,38,"9 x 2.6","Multiple",NA,NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Re-tared pesola at 1:26, it was wet & had gained 3 grams. ASSP vocals on net_open_1 to net_close_1. BLSP vocals on net_open_2 to net_close_2. LESP vocals on net_open_3 to net_close_3.","Y","Changing vocalization playback."
"2011-07-03_SBI_NCliffs","SBI","SBI","NCliffs","North Cliffs",33.488461,-119.030192,2011-07-03,2011,7,3,1,2011-07-03 20:11:05,2011-07-04 01:29:05,2011-07-03 22:20:00,2011-07-04 00:00:00,2011-07-04 00:00:00,2011-07-04 00:52:00,2011-07-04 00:52:00,2011-07-04 01:45:00,NA,NA,NA,NA,205,189.083333333333,1,1,0.0048780487804878,0.00528867342441605,1,0,38,"9 x 2.6","Multiple",NA,NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Netting at cliffs below weather station. BLSP vocals on net_open_1 to net_close_1. LESP vocals on net_open_2 to net_close_2. BLSP vocals on net_open_3 to net_close_3.","Y","Changing vocalization playback."
"2011-07-04_SBI_SP","SBI","SBI","SP","Signal Peak",33.471906,-119.041719,2011-07-04,2011,7,4,1,2011-07-04 20:10:59,2011-07-05 01:28:59,2011-07-04 22:00:00,2011-07-05 01:02:00,NA,NA,NA,NA,NA,NA,NA,NA,182,182,5,5,0.0274725274725275,0.0274725274725275,0.2,0.8,38,"9 x 2.6","ASSP",NA,NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","A lot of BNOWs in the area.","N",NA
"2011-07-05_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,2011-07-05,2011,7,5,2,2011-07-05 20:10:53,2011-07-06 01:28:53,2011-07-05 22:00:00,2011-07-06 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,180,180,11,11,0.0611111111111111,0.0611111111111111,0.363636363636364,0.636363636363636,38,"9 x 2.6","ASSP",NA,NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)",NA,"N",NA
"2011-07-27_ANI_RR","ANI","WAI","RR","Rat Rock",34.013764,-119.442644,2011-07-27,2011,7,27,NA,2011-07-27 20:04:11,2011-07-28 01:22:11,2011-07-27 21:00:00,2011-07-27 23:55:00,NA,NA,NA,NA,NA,NA,NA,NA,175,175,6,6,0.0342857142857143,0.0342857142857143,1,0,38,"9 x 2.6","ASSP",NA,"CD player","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Approximate start time. ALH, DMM, REW, MWP. Land @ ~1945 set up net mid-spine on east side of Rat Rock. Using just CD player to start, net open ~2100. Standard net 38 mm, 2.6 x 9 m, 4 shelves. Wx wind NW 5-7 knots, vis 15+ miles, no moon, clear skies. Net shut down 2355 mesh too wide causing birds too much stress. See ALH notes.","N",NA
"2011-07-27_SBI_NCliffs","SBI","SBI","NCliffs","North Cliffs",33.488461,-119.030192,2011-07-27,2011,7,27,1,2011-07-27 20:01:25,2011-07-28 01:19:25,2011-07-27 22:00:00,2011-07-28 01:01:00,NA,NA,NA,NA,NA,NA,NA,NA,181,181,14,14,0.0773480662983425,0.0773480662983425,0.785714285714286,0.214285714285714,38,"9 x 2.6","ASSP",NA,"iPod","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Netting below and east of weather station near XAMU nest 1301.","N",NA
"2011-07-28_SBI_SRO","SBI","SBI","SRO","Shag Rock Overlook",33.484214,-119.034674,2011-07-28,2011,7,28,1,2011-07-28 20:00:43,2011-07-29 01:18:43,2011-07-28 22:00:00,2011-07-29 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,180,180,8,8,0.0444444444444444,0.0444444444444444,0.75,0.25,38,"9 x 2.6","ASSP",NA,"iPod","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","BNOW around.","N",NA
"2011-07-29_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,2011-07-29,2011,7,29,1,2011-07-29 20:00:00,2011-07-30 01:18:00,2011-07-29 22:00:00,2011-07-30 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,180,180,5,5,0.0277777777777778,0.0277777777777778,0.6,0.4,38,"9 x 2.6","ASSP",NA,NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)",NA,"N",NA
"2011-08-27_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,2011-08-27,2011,8,27,1,2011-08-27 19:30:13,2011-08-28 00:48:13,2011-08-27 22:00:00,2011-08-28 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,180,168.216666666667,2,2,0.0111111111111111,0.0118894283166551,1,0,30,"9 x 2.6","ASSP",NA,NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)",NA,"N",NA
"2011-06-26_ANI_EAI_N","ANI","EAI","EAI_N","EAI North side, dock area",34.016411,-119.362333,2011-06-26,2011,6,26,1,2011-06-26 20:13:52,2011-06-27 01:31:52,2011-06-26 21:30:00,2011-06-27 00:33:00,NA,NA,NA,NA,NA,NA,NA,NA,183,183,NA,NA,NA,NA,NA,NA,38,"9 x 2.6","ASSP",NA,NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Unknown vocals, likely ASSP. Can see light from ranger house and Lighthouse. Mucho viento, ~15-20 kts and chilly. Sound stopped 0:33, CD player also not working.","N",NA
"2011-07-28_ANI_EAI_S","ANI","EAI","EAI_S","EAI South Ridge",34.014217,-119.365644,2011-07-28,2011,7,28,1,2011-07-28 20:03:09,2011-07-29 01:21:09,2011-07-28 21:04:00,2011-07-29 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,236,236,NA,NA,NA,NA,NA,NA,38,"9 x 2.6","ASSP",NA,"MP3, CD player","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Netting 60m west of water catchment. Much ambient light, stars, mainland, light house. Several petrels flew around.","N",NA
"2011-08-29_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,2011-08-29,2011,8,29,2,2011-08-29 19:27:41,2011-08-30 00:45:41,2011-08-29 22:00:00,2011-08-30 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,180,165.683333333333,NA,NA,NA,NA,NA,NA,30,"9 x 2.6","ASSP",NA,"iPod","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)",NA,"N",NA
"2011-07-26_ANI_RC","ANI","MAI","RC","Rockfall Cove",34.003147,-119.391792,2011-07-26,2011,7,26,1,2011-07-26 20:04:40,2011-07-27 01:22:40,2011-07-26 20:53:00,2011-07-27 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,247,247,NA,NA,NA,NA,NA,NA,38,"9 x 2.6","ASSP",NA,"MP3, CD player","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Will run mp3 @ net and CD player a bit farther S. facing out to sea. Using standard net 38mm, 2.6 x 9 m, 4 shelves (all netting so far this year unless otherwise noted). ","N",NA
"2010-04-15_SCI_DR","SCI","DR","DR","Diablo Rock",34.058036,-119.766572,2010-04-15,2010,4,15,1,2010-04-15 19:31:18,2010-04-16 00:49:18,2010-04-16 00:35:00,2010-04-16 02:10:00,NA,NA,NA,NA,NA,NA,NA,NA,95,14.3,3,3,0.0315789473684211,0.20979020979021,0.333333333333333,0.666666666666667,NA,NA,NA,NA,NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Bill McIver has rest of data for 2010 (?)","N",NA
"2010-06-04_SBI_SRO","SBI","SBI","SRO","Shag Rock Overlook",33.484214,-119.034674,2010-06-04,2010,6,4,1,2010-06-04 20:03:58,2010-06-05 01:21:58,2010-06-04 21:55:00,2010-06-05 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,185,185,4,4,0.0216216216216216,0.0216216216216216,0.75,0.25,38,"9 x 2.6","ASSP",NA,"CD player","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Used CD player, unknown audio file, likely ASSP. Tried to switch to BLSP CD at 01:00 but both (2) CD players not working. 8-9  ""misses"" at 22:45. ","N",NA
"2010-06-05_SBI_SRO","SBI","SBI","SRO","Shag Rock Overlook",33.484214,-119.034674,2010-06-05,2010,6,5,2,2010-06-05 20:04:30,2010-06-06 01:22:30,2010-06-05 22:05:00,2010-06-06 00:00:00,2010-06-06 00:00:00,2010-06-06 00:15:00,2010-06-06 00:15:00,2010-06-06 01:00:00,NA,NA,NA,NA,175,175,5,5,0.0285714285714286,0.0285714285714286,0.8,0.2,38,"9 x 2.6","Multiple",NA,"CD player","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Unknown CD used (likely ASSP) at first; net_open_2 to net_close_2 BLSP CD on; net_open_3 to net_close_3 LESP CD on.","Y","Changing vocalization playback. "
"2010-07-08_SBI_SRO","SBI","SBI","SRO","Shag Rock Overlook",33.484214,-119.034674,2010-07-08,2010,7,8,1,2010-07-08 20:10:14,2010-07-09 01:28:14,2010-07-08 22:04:00,2010-07-08 23:26:00,2010-07-08 23:33:00,2010-07-09 01:02:00,2010-07-09 01:02:00,2010-07-09 01:31:00,NA,NA,NA,NA,200,197.233333333333,4,4,0.02,0.0202805475747846,1,0,38,"9 x 2.6","Multiple",NA,"CD player","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Unknown CD on, likely ASSP. 3 poles used. Closed net briefly 23:26 due to wind. ","Y","Changing vocalization playback."
"2010-07-10_SBI_SRO","SBI","SBI","SRO","Shag Rock Overlook",33.484214,-119.034674,2010-07-10,2010,7,10,2,2010-07-10 20:09:43,2010-07-11 01:27:43,2010-07-10 22:01:00,2010-07-11 01:00:00,2010-07-11 01:00:00,2010-07-11 01:34:00,NA,NA,NA,NA,NA,NA,213,206.716666666667,7,7,0.0328638497652582,0.0338627751350479,0.428571428571429,0.571428571428571,38,"9 x 2.6","Multiple",NA,"CD player","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Unknown CD on, likely ASSP from net_open_1 to net_close_1. LESP CD on from net_open_2 to net_close_2. 3 poles used. BNOW flying around and calling.","Y","Changing vocalization playback."
"2010-06-07_SBI_NTP","SBI","SBI","NTP","Nature Trail Plot",33.480059,-119.028972,2010-06-07,2010,6,7,1,2010-06-07 20:05:29,2010-06-08 01:23:29,2010-06-07 22:30:00,2010-06-07 23:00:00,2010-06-07 23:00:00,2010-06-07 23:35:00,NA,NA,NA,NA,NA,NA,65,65,NA,NA,NA,NA,NA,NA,38,"6 x 2.6","Multiple",NA,"CD player","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","ASSP CD on first; net_open_2 to net_close_2 BLSP CD on. Short net used. At Marker #7.","Y","Changing vocalization playback."
"2009-04-23_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,2009-04-23,2009,4,23,1,2009-04-23 19:34:02,2009-04-24 00:52:02,2009-04-23 21:44:00,2009-04-24 00:05:00,2009-04-24 00:05:00,2009-04-24 01:00:00,NA,NA,NA,NA,NA,NA,196,188.033333333333,4,4,0.0204081632653061,0.0212728239673817,0.25,0.75,38,"9 x 2.6","Multiple",NA,NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Net in front of large crevice where netted in 1991. Netted from 20:30 to 21:44 without ASSP calls.","Y","Switched to BLSP calls @ net_open_2 to net_close_2. BNOW calling 0:45."
"2009-05-14_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,2009-05-14,2009,5,14,1,2009-05-14 19:50:11,2009-05-15 01:08:11,2009-05-14 21:52:00,2009-05-15 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,188,188,17,17,0.0904255319148936,0.0904255319148936,0.352941176470588,0.647058823529412,38,"9 x 2.6","ASSP",NA,"CD player","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Playing ASSP CD. 25 bounce-outs.Unknown band prefix.","N",NA
"2009-05-16_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,2009-05-16,2009,5,16,2,2009-05-16 19:51:41,2009-05-17 01:09:41,2009-05-16 20:45:00,2009-05-17 00:02:00,2009-05-17 00:02:00,2009-05-17 00:45:00,2009-05-17 00:45:00,2009-05-17 00:58:00,NA,NA,NA,NA,253,253,19,19,0.075098814229249,0.075098814229249,0.842105263157895,0.157894736842105,38,"9 x 2.6","Multiple",NA,"CD player","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","2 bounce-outs at 21:08. Switched to BLSP CD at 0:02, switched back to ASSP 0:45. ","Y","Changing vocalization playback"
"2009-06-24_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,2009-06-24,2009,6,24,1,2009-06-24 20:11:00,2009-06-25 01:29:00,2009-06-24 22:10:00,2009-06-25 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,170,170,19,19,0.111764705882353,0.111764705882353,0.5,0.5,38,"9 x 2.6","ASSP",NA,"CD player","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Relaxed wing measurement, ASSP CD on.","N",NA
"2009-06-27_SBI_SRO","SBI","SBI","SRO","Shag Rock Overlook",33.484214,-119.034674,2009-06-27,2009,6,27,1,2009-06-27 20:11:13,2009-06-28 01:29:13,2009-06-27 21:00:00,2009-06-27 23:00:00,2009-06-27 23:00:00,2009-06-27 23:15:00,2009-06-27 23:15:00,2009-06-28 00:00:00,2009-06-28 00:00:00,2009-06-28 00:30:00,2009-06-28 00:30:00,2009-06-28 01:00:00,240,240,14,14,0.0583333333333333,0.0583333333333333,0.285714285714286,0.714285714285714,38,"9 x 2.6","Multiple",NA,"CD player","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","ASSP CD on, netting at SR Bench in bowl; net_open_2 to net_close_2 no playback; net_open_3 to net_close_3 ASSP CD on; net_open_4 to net_close_4 BLSP CD on; net_open_5 to net_close_5 unknown audio playback.","Y","Changing vocalization playback"
"2009-06-29_SBI_NCliffs","SBI","SBI","NCliffs","North Cliffs",33.488461,-119.030192,2009-06-29,2009,6,29,1,2009-06-29 20:11:15,2009-06-30 01:29:15,2009-06-29 22:00:00,2009-06-29 23:50:00,NA,NA,NA,NA,NA,NA,NA,NA,110,110,3,3,0.0272727272727273,0.0272727272727273,0.666666666666667,0.333333333333333,38,"9 x 2.6","ASSP",NA,"CD player","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Netting at AP (Cliffs north of weather station); ended early due to wind. Used ASSP CD.","N",NA
"2009-07-26_SBI_SP","SBI","SBI","SP","Signal Peak",33.471906,-119.041719,2009-07-26,2009,7,26,1,2009-07-26 20:01:46,2009-07-27 01:19:46,2009-07-26 22:00:00,2009-07-27 01:00:00,2009-07-27 01:00:00,2009-07-27 01:30:00,2009-07-27 01:30:00,2009-07-27 02:00:00,NA,NA,NA,NA,240,199.766666666667,10,10,0.0416666666666667,0.0500584014683797,1,0,38,"9 x 2.6","Multiple",NA,"CD player","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","ASSP CD on; BNOW circled 23:40; net_open_2 to net_close_2 BLSP CD on; net_open_3 to net_close_3 LESP CD on.","Y","Changing vocalization playback. "
"2009-07-28_SBI_ESP","SBI","SBI","ESP","Elephant Seal Point",33.482528,-119.041599,2009-07-28,2009,7,28,1,2009-07-28 20:00:22,2009-07-29 01:18:22,2009-07-28 22:00:00,2009-07-29 01:03:00,2009-07-29 01:03:00,2009-07-29 01:30:00,NA,NA,NA,NA,NA,NA,210,198.366666666667,8,8,0.0380952380952381,0.0403293564106872,1,0,38,"9 x 2.6","Multiple",NA,NA,"Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","ASSP vocals on at first; net_open_2 to net_close_2 BLSP vocals on","Y","Changing vocalization playback"
"2009-07-28_SBI_SRO","SBI","SBI","SRO","Shag Rock Overlook",33.484214,-119.034674,2009-07-28,2009,7,28,1,2009-07-28 20:00:20,2009-07-29 01:18:20,2009-07-28 22:00:00,2009-07-29 01:08:00,NA,NA,NA,NA,NA,NA,NA,NA,188,188,9,9,0.0478723404255319,0.0478723404255319,1,0,38,"9 x 2.6",NA,NA,"CD player","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Band prefix unknown. BNOW vocalized 23:59. CD used, but vocalization unknown. 100g scale was sticky but ok compared to 300g.","N",NA
"2009-08-19_SBI_SRO","SBI","SBI","SRO","Shag Rock Overlook",33.484214,-119.034674,2009-08-19,2009,8,19,1,2009-08-19 19:39:13,2009-08-20 00:57:13,2009-08-19 22:00:00,2009-08-20 00:00:00,2009-08-20 00:00:00,2009-08-20 00:25:00,NA,NA,NA,NA,NA,NA,145,145,1,1,0.00689655172413793,0.00689655172413793,1,0,38,"9 x 2.6","Multiple",NA,"CD player","Calif. Institute of Env'l Studies (CIES)/Channel Islands National Park (CHIS)","Unknown CD on (likely ASSP) at first; net_open_2 to net_close_2 BLSP CD on.","Y","Changing vocalization playback."
